100,5276452.6350,316802.3540,0.0000,FIND
101,5276461.5124,316819.0745,0.0000,FIND
102,5276482.8845,316806.2393,0.0000,FIND
103,5276500.8029,316792.4337,0.0000,FIND
104,5276505.8128,316784.6222,0.0000,FIND
105,5276508.8812,316776.6418,0.0000,FIND
106,5276501.4113,316769.4951,0.0000,FIND
107,5276486.7525,316755.6086,0.0000,FIND
108,5276468.4819,316763.1689,0.0000,FIND
109,5276463.8572,316764.9890,0.0000,FIND
110,5276478.6095,316786.4059,0.0000,FIND
200,5276430.2666,316778.4009,0.0000,FIND
201,5276436.0603,316785.2161,0.0000,FIND
202,5276451.0786,316799.4226,0.0000,FIND
203,5276465.4332,316828.6796,0.0000,FIND
204,5276471.8738,316836.6405,0.0000,FIND
205,5276486.6920,316843.3102,0.0000,FIND
206,5276534.4603,316800.6869,0.0000,FIND
